edad,ingresos_mensuales,ahorro_mensual,deudas_mensuales,horizonte_inversion,objetivo_financiero,tolerancia_riesgo,estabilidad_ingresos,conocimiento_inversiones,colchon_seguridad,perfil_riesgo
55,1924.265572422688,1274.939710656541,0.0,corto plazo,2,3,3,4,n,3
45,1746.343082579412,256.65283079294204,0.0,medio plazo,1,3,3,1,s,2
29,2685.9187984967016,1464.6461143508411,0.0,corto plazo,3,3,2,2,s,5
57,1984.013648098564,1984.013648098564,0.0,largo plazo,2,3,1,1,n,3
61,1054.0112247932957,277.91887120323486,0.0,corto plazo,1,1,3,4,n,2
44,1320.7965217748497,550.2556247491773,0.0,medio plazo,3,1,2,3,s,4
58,874.2065655849192,100.0,0.0,largo plazo,3,2,1,4,n,4
47,2467.6344282990867,1782.6346294878176,0.0,corto plazo,2,2,2,4,n,3
65,2854.3884485243684,2328.6004087904207,0.0,corto plazo,2,2,1,4,n,3
68,1290.7411333917305,100.0,0.0,corto plazo,1,2,1,2,n,2
22,837.957770250181,100.0,1350.787459186721,medio plazo,1,1,2,3,s,3
67,1169.3580311381584,100.0,1117.722243650218,largo plazo,2,1,1,3,s,3
19,1054.0112247932957,1054.0112247932957,0.0,medio plazo,1,1,1,1,n,2
54,2444.5282012180705,1762.164560155676,852.280643513985,corto plazo,1,2,3,3,s,3
31,973.2535224281364,100.0,0.0,medio plazo,1,1,1,1,s,3
35,1428.908691377923,1428.908691377923,1407.920693018929,medio plazo,1,1,1,4,n,3
40,2208.0706861736057,1256.2115443872804,0.0,medio plazo,1,3,1,1,s,3
47,2366.28307642071,305.1212260344737,0.0,corto plazo,3,3,3,4,n,3
41,2744.11696477403,1285.1528376332756,0.0,corto plazo,2,3,1,1,s,3
34,2145.066626454556,1380.1630973383865,0.0,largo plazo,2,3,2,4,n,5
69,2776.1403755431484,2776.1403755431484,867.1979725235551,largo plazo,3,3,2,3,n,3
21,1393.0714825635189,1393.0714825635189,0.0,medio plazo,2,1,1,3,s,5
41,1088.331912019342,363.6274536455373,0.0,medio plazo,2,3,1,4,n,4
20,2265.2907033885103,2265.2907033885103,0.0,corto plazo,1,2,1,4,n,4
41,2320.676959804689,1131.8288943866824,0.0,corto plazo,3,3,2,2,s,4
69,940.1245259123536,100.0,0.0,medio plazo,3,1,2,2,n,2
31,1646.5851813653044,1646.5851813653044,485.8659818151479,largo plazo,1,1,1,2,n,3
27,2688.3529501566827,1565.193671641921,0.0,largo plazo,1,2,2,4,n,4
67,2918.6586302378005,1740.7137649439649,0.0,largo plazo,2,2,3,2,s,3
23,2406.82453032128,1789.5602429994904,1464.881945556362,largo plazo,1,2,1,1,s,3
28,2311.572435770204,1496.4375005222037,1304.7172271321483,medio plazo,1,2,3,1,n,1
35,1278.2137872064525,461.9618366918946,0.0,largo plazo,2,3,2,4,s,5
65,1407.3835828308163,100.0,0.0,medio plazo,3,3,1,3,s,4
45,1739.0182323273884,100.0,1416.7901673347794,largo plazo,3,1,1,3,s,3
62,6595.921471582542,6054.231878452922,342.8895797210676,medio plazo,3,2,1,2,n,3
56,1283.3422277650436,100.0,0.0,medio plazo,3,2,1,3,s,4
59,1063.4541803580455,100.0,0.0,largo plazo,1,1,1,2,n,2
61,7947.634495873749,6486.299521897428,0.0,medio plazo,3,3,2,1,n,3
41,2470.2527263946167,2470.2527263946167,0.0,corto plazo,2,3,2,3,n,3
65,1252.0031137154097,372.6935511222866,0.0,corto plazo,1,1,1,1,n,1
64,1387.2810768757977,100.0,0.0,largo plazo,1,2,1,4,n,3
69,2568.0718470872034,2568.0718470872034,509.0881225568873,corto plazo,3,1,3,3,s,3
61,2430.549912303565,2430.549912303565,0.0,medio plazo,3,3,1,3,s,5
29,1455.5225388444242,163.0404081532256,0.0,medio plazo,1,3,3,1,n,2
19,2893.4501702745365,1566.0985729018962,0.0,corto plazo,2,3,2,2,n,3
59,2221.639507068863,794.1378478070774,0.0,medio plazo,3,3,2,2,n,3
20,3989.692534169887,3062.221353724823,0.0,medio plazo,1,1,1,2,s,4
18,1215.2008117501462,100.0,0.0,medio plazo,2,2,1,2,s,4
33,2186.558177186572,1388.8479032668165,0.0,corto plazo,3,2,3,1,s,3
30,1859.481661038668,102.2955331616456,0.0,largo plazo,1,1,3,4,s,3
51,1057.2161618171574,100.0,722.6556383063015,corto plazo,2,3,3,2,s,2
62,4994.891778858244,4994.891778858244,0.0,medio plazo,3,1,3,2,s,3
40,1448.5193962524072,100.0,0.0,largo plazo,2,3,2,3,s,4
52,1580.5032305780014,395.698568473817,0.0,largo plazo,2,2,3,3,s,4
40,1119.0464029105317,1119.0464029105317,1158.5745101951982,corto plazo,1,1,3,1,s,1
41,2053.073679982938,1008.9725180042904,757.2538879723695,corto plazo,3,2,2,3,n,3
29,2752.014662235876,1359.245142887277,249.29836407778023,medio plazo,1,3,2,2,s,4
61,1203.119939176935,100.0,0.0,medio plazo,1,3,1,2,s,3
54,2207.8821387860835,1438.0170377464867,0.0,largo plazo,3,1,3,1,s,3
56,6945.393295939026,6945.393295939026,0.0,corto plazo,3,3,3,3,s,4
45,2871.836586937815,2324.1014226736,0.0,medio plazo,2,1,1,3,n,3
62,2961.5049927890136,2271.4764297309985,0.0,corto plazo,3,2,3,1,s,2
27,1830.7476743553268,537.1403301892544,0.0,largo plazo,3,3,3,2,s,4
47,1917.3959468477965,1917.3959468477965,1225.3072131363708,corto plazo,1,2,2,2,n,2
23,2282.708439650029,1364.3640499376068,0.0,medio plazo,2,3,2,4,s,5
67,814.5751713533439,100.0,0.0,corto plazo,3,2,1,1,s,3
26,2650.081470887548,2026.572571869156,0.0,medio plazo,2,1,2,3,s,4
40,2498.946357076813,1256.255661111675,0.0,largo plazo,3,3,2,1,s,4
65,935.785924431591,100.0,0.0,largo plazo,3,1,2,3,n,3
39,2503.4568673915383,1551.4593121965218,0.0,largo plazo,2,2,1,4,s,5
18,2169.3716882780614,2169.3716882780614,0.0,largo plazo,2,1,1,4,n,4
32,7097.239833440536,6198.577892241323,0.0,medio plazo,3,1,2,2,n,3
50,2787.020714563389,1928.2504209955944,0.0,medio plazo,3,1,2,1,n,2
55,2726.2915042104373,2726.2915042104373,0.0,corto plazo,2,2,1,2,n,3
68,1625.6798209957583,139.7743130534318,0.0,corto plazo,2,2,3,1,s,1
54,1107.615377236859,1107.615377236859,311.6405985724612,medio plazo,3,1,3,4,n,3
58,2978.049480071498,1990.4107890633063,0.0,corto plazo,1,3,2,1,s,3
69,2091.204120575968,2091.204120575968,0.0,corto plazo,1,2,3,2,n,2
59,2455.10678159134,1521.0381843340133,1174.0288755505064,largo plazo,1,3,1,4,n,3
53,2346.445015643622,1116.5370549729423,0.0,medio plazo,3,1,3,1,n,2
58,2455.511312335785,1126.5849720054368,0.0,corto plazo,1,1,2,3,n,2
32,2137.765706451092,1004.3516466039476,1494.0879031890006,corto plazo,2,3,2,2,s,3
55,1248.833442215368,439.55023315617984,0.0,medio plazo,1,3,2,2,n,3
54,1220.348805314631,355.69099102132805,665.8851279272221,largo plazo,1,2,3,3,s,3
47,7041.739297712544,4554.911686144496,0.0,corto plazo,2,3,1,3,n,4
62,1582.1863408333024,100.0,0.0,largo plazo,1,3,2,3,n,3
43,1837.5195311886675,372.3489139013364,1060.5992193703046,medio plazo,2,3,3,3,s,3
60,1549.8378628277455,486.0548046177751,0.0,medio plazo,2,3,3,3,n,3
69,2942.697082379594,1742.510114629316,0.0,largo plazo,3,3,2,1,n,3
55,1233.9170123644412,427.2665215126974,0.0,corto plazo,3,1,1,3,s,4
61,1017.3530371333466,199.8718105448222,1173.8193506728164,largo plazo,1,2,2,4,n,2
64,1798.2763035891594,310.8974520597335,960.206904297021,largo plazo,3,2,3,1,n,1
26,2279.4258845458507,100.0,0.0,corto plazo,3,2,1,2,s,4
41,2404.725238249671,1785.1710842619582,0.0,medio plazo,2,1,3,1,s,2
28,1866.049101637641,579.9448055812838,1320.4799748544422,corto plazo,3,3,3,4,n,3
42,2795.3039979357663,1497.176906162722,0.0,largo plazo,1,2,3,3,s,4
30,1817.74592286962,398.960114666558,391.6000987398584,corto plazo,1,1,1,3,s,3
58,1805.92497930301,768.3748370710371,0.0,corto plazo,1,1,2,3,s,3
59,1638.439883136943,148.34221890243452,1248.229649784562,medio plazo,2,2,3,4,s,2
38,2686.1969237866897,2141.7560410494902,0.0,largo plazo,1,2,2,4,n,4
48,2822.873456437452,598.768653315688,0.0,medio plazo,3,1,1,4,s,5
58,2238.2889952242817,949.2359552258004,0.0,corto plazo,1,3,2,3,n,3
21,1899.0186917257367,455.8889156840876,515.4691315639449,largo plazo,2,2,1,2,n,3
43,3048.11645264388,1760.5911433258864,0.0,medio plazo,2,3,1,4,n,4
34,2291.140101858336,1185.7540915120762,0.0,corto plazo,1,3,1,2,s,4
59,1776.5501249685049,958.0334094633386,0.0,largo plazo,3,3,2,4,s,5
52,1203.0718794284826,1203.0718794284826,0.0,largo plazo,1,3,3,2,s,4
31,1469.9391655682566,1469.9391655682566,0.0,medio plazo,1,2,1,2,s,4
46,1164.9684810689662,100.0,0.0,corto plazo,3,1,1,4,n,3
63,5381.167877002177,5381.167877002177,0.0,medio plazo,2,2,2,4,n,3
39,1093.3211638495077,100.0,0.0,medio plazo,3,1,1,3,n,3
52,2349.0203308279106,924.4971638863595,0.0,medio plazo,3,1,3,2,n,3
50,903.1267053777128,100.0,0.0,medio plazo,2,1,3,3,s,3
21,2897.290110638811,1828.8096951443367,0.0,largo plazo,1,3,1,3,n,4
38,1390.5834737073092,1390.5834737073092,0.0,corto plazo,3,1,3,1,s,2
27,2394.8865637548483,1680.745565922571,0.0,largo plazo,2,1,3,4,s,4
59,1539.4870264416213,100.0,0.0,medio plazo,2,2,2,3,s,3
22,2319.1287502279047,1570.9478922638823,0.0,corto plazo,3,3,1,1,s,4
60,2285.2740064368168,2285.2740064368168,801.5968562461262,corto plazo,1,1,1,1,n,1
28,1390.5974157747078,465.45080913576817,0.0,largo plazo,2,3,1,2,n,4
19,2377.96033520457,1273.2450694018955,1040.2180974704677,corto plazo,3,3,1,4,s,5
33,1252.6567893354895,100.0,0.0,medio plazo,3,3,2,2,s,4
22,2440.7213692542928,2440.7213692542928,476.6565184729553,corto plazo,3,3,3,2,n,3
24,1935.0827885802169,1264.97034722122,0.0,corto plazo,3,2,3,4,n,3
19,1926.2572262251967,845.9624813407945,0.0,largo plazo,1,3,1,4,n,5
20,1125.960992106989,436.560493547168,0.0,corto plazo,3,2,1,1,n,3
28,1901.901233568312,868.3487533125403,0.0,corto plazo,1,1,3,4,n,3
36,1254.1712820362343,712.4816889066142,1063.1017875842597,medio plazo,2,3,2,4,s,4
50,1392.393589649559,100.0,0.0,corto plazo,3,3,2,1,n,2
34,1410.945447391087,1410.945447391087,0.0,corto plazo,2,3,1,1,n,3
31,1974.936213348504,1974.936213348504,0.0,largo plazo,1,3,1,2,s,5
25,2108.0148099803628,1357.3050140244495,0.0,largo plazo,1,3,1,2,n,4
48,2714.452208466575,2714.452208466575,744.8488765226057,corto plazo,2,3,2,3,s,4
28,2575.5397716123853,1648.2718984643118,834.6883674539976,corto plazo,1,3,3,3,n,2
56,2471.7029783663693,1353.4139339610642,381.3971884041173,medio plazo,1,3,1,1,s,3
36,6868.396082344554,5957.345024653236,0.0,largo plazo,1,1,1,3,s,4
20,1046.2465076215408,512.4917645210501,699.8819044699633,corto plazo,3,3,2,1,n,2
29,1431.0663894869483,416.5840760960589,0.0,largo plazo,3,2,3,3,s,4
66,6595.921471582542,5197.598972807749,0.0,largo plazo,3,3,2,2,s,5
26,1661.54853208895,213.87447186366265,793.8885536584296,largo plazo,3,1,2,4,n,3
53,3315.56021616164,2192.400937646878,0.0,largo plazo,3,2,1,3,s,5
25,2097.173241641321,780.3600142544274,393.19916309250505,largo plazo,1,3,1,4,n,4
23,2118.5451563123424,2118.5451563123424,0.0,largo plazo,3,2,2,2,n,4
68,1328.394908386197,1328.394908386197,0.0,medio plazo,3,3,2,3,n,4
67,824.3042602386423,100.0,0.0,largo plazo,3,1,3,3,s,3
62,2683.389034503853,1912.848137478181,0.0,medio plazo,1,2,2,2,n,3
33,1876.3681636902277,1336.2312795339867,0.0,largo plazo,3,2,2,2,s,5
36,2788.3941888999325,1336.2481853483332,0.0,corto plazo,2,1,1,2,s,4
67,2330.688575404284,1148.9523164904049,0.0,corto plazo,2,1,2,1,s,2
23,1767.489378958608,1767.489378958608,0.0,largo plazo,1,1,3,4,n,3
67,2470.2527263946167,1289.3401273296706,0.0,medio plazo,1,2,3,1,n,1
34,1994.1490140880328,1994.1490140880328,0.0,medio plazo,1,2,1,2,s,4
65,1901.9387611641048,1901.9387611641048,0.0,largo plazo,2,2,3,3,s,4
19,2369.3390142872117,1528.6832873555632,0.0,largo plazo,2,2,2,4,n,4
50,3989.620618539951,3402.3367987721185,0.0,largo plazo,2,3,1,2,s,5
23,6782.0773590278095,5992.054317454868,0.0,corto plazo,1,3,3,3,s,4
23,1190.2118518029388,1190.2118518029388,0.0,corto plazo,3,3,1,4,s,5
26,2281.157163040585,1597.3966190108654,1232.0912982934574,corto plazo,1,2,3,2,n,2
58,1420.1635750163214,494.8440567701414,0.0,largo plazo,3,3,2,1,n,3
49,896.9614452379826,100.0,260.9038815096104,largo plazo,1,3,3,2,s,3
22,2952.433413429512,1603.5656423958694,960.206904297021,corto plazo,3,1,2,2,s,3
36,1529.434052537033,1529.434052537033,802.401917507915,largo plazo,1,1,1,3,n,3
58,4634.026238962122,3736.864045469332,0.0,largo plazo,2,3,2,2,n,3
62,2843.08101737428,1327.559310074094,531.7903874519229,largo plazo,2,2,2,1,n,2
26,986.1606283842494,100.0,0.0,largo plazo,3,2,2,1,s,3
47,4942.208333578186,3643.523880291383,0.0,largo plazo,3,1,1,3,s,5
50,1233.9170123644412,463.37611533876907,341.6886721698729,largo plazo,2,3,1,2,n,3
23,2141.804540070673,855.6771357784728,1252.9899636943392,medio plazo,1,2,2,3,n,3
48,2992.2669868171392,2992.2669868171392,801.5968562461262,corto plazo,1,2,1,1,n,2
60,1688.0258624745884,249.4164838903857,0.0,medio plazo,2,3,2,1,s,3
21,2726.407085739871,1047.518463086182,0.0,medio plazo,3,3,2,1,n,3
47,998.9336645005144,998.9336645005144,0.0,largo plazo,2,2,2,3,n,4
44,1725.3229250979962,1091.468095734967,970.910985198877,corto plazo,3,3,3,1,n,1
62,1697.405881345696,1697.405881345696,0.0,medio plazo,2,2,3,1,s,2
67,2699.673348143362,2168.151966216805,1400.1405573070947,medio plazo,1,3,2,2,n,2
64,2065.8892930730626,2065.8892930730626,0.0,corto plazo,1,3,2,1,s,3
25,1179.0189774290072,1179.0189774290072,0.0,medio plazo,1,1,3,1,s,2
67,1100.4568555350902,1100.4568555350902,691.3624799174864,medio plazo,1,2,1,1,n,1
62,2959.049413679906,1967.86716481782,0.0,largo plazo,3,2,2,1,s,3
69,1415.4005063005463,1415.4005063005463,274.32933141078735,medio plazo,1,2,1,4,s,4
66,2560.1368315090785,1956.982113993892,0.0,medio plazo,1,3,3,2,s,3
24,1828.128391636762,528.4467875506289,0.0,largo plazo,3,2,1,3,n,4
32,2225.095343238529,920.5986784845738,0.0,medio plazo,2,3,1,2,s,5
33,2673.25036065217,1503.6155252969334,0.0,largo plazo,2,3,1,2,s,5
49,1198.5403327276008,100.0,0.0,medio plazo,2,1,1,2,n,2
55,5498.4039026596,4417.442618592104,692.837686673825,corto plazo,3,3,2,1,s,3
47,2529.431370212263,1064.6838216143292,392.5774167418286,largo plazo,3,2,3,2,n,3
43,2149.025929941336,1585.7811462706582,0.0,corto plazo,2,2,1,4,s,5
69,1821.587323173659,100.0,0.0,corto plazo,2,2,3,4,n,2
28,2407.7984993891005,1339.3180838946269,841.0178525739852,medio plazo,2,2,3,1,n,2
26,2971.5290408584387,1858.4653712069364,208.47069791257567,medio plazo,1,3,2,3,s,4
31,889.8288052947657,100.0,0.0,largo plazo,2,1,3,2,s,3
62,1987.9656624271945,799.779084359569,0.0,medio plazo,2,1,3,2,n,2
50,873.1391452295766,100.0,928.4279883899542,corto plazo,3,3,2,4,s,3
33,1783.9428293020194,1783.9428293020194,0.0,largo plazo,1,3,3,2,s,4
20,2667.0668445119754,2096.92845782633,0.0,largo plazo,3,3,3,4,s,5
63,1636.945164563686,460.56561893274784,0.0,medio plazo,1,3,1,3,s,4
58,1264.0740759295254,1264.0740759295254,0.0,corto plazo,1,2,1,1,n,2
32,1103.179991370164,1103.179991370164,0.0,corto plazo,3,3,1,2,s,5
66,1762.392601591249,528.9278329067588,0.0,corto plazo,3,3,1,3,s,5
23,4234.017883707613,2757.611984754013,239.2584301299268,largo plazo,2,2,1,2,s,5
61,1381.4062710069102,507.8952212863553,0.0,corto plazo,1,3,2,3,s,4
61,2032.323998682254,925.674113174992,0.0,corto plazo,1,2,1,3,n,3
22,1198.5403327276008,1198.5403327276008,0.0,medio plazo,3,1,3,1,s,3
46,1056.811955181547,1056.811955181547,0.0,largo plazo,3,2,1,1,s,4
37,1091.9517526606155,282.66854360142736,0.0,medio plazo,1,1,1,4,s,4
59,1292.778836826437,100.0,0.0,corto plazo,2,1,1,4,n,2
65,3931.2614691095314,2841.387767890232,829.2281975764174,corto plazo,1,2,2,1,n,1
66,2386.585956127542,1266.8546554427917,0.0,corto plazo,3,1,2,1,s,3
22,1743.6962738852403,393.5770257802608,852.280643513985,corto plazo,2,2,2,2,n,2
32,1023.7615122851842,394.1326212835878,0.0,corto plazo,1,1,1,1,s,3
21,1789.6280287206737,1789.6280287206737,1265.9065610168136,largo plazo,3,1,1,1,s,3
27,1134.5032021303994,100.0,0.0,largo plazo,1,1,3,1,n,1
28,1119.2787607775492,236.43995664664817,0.0,largo plazo,2,3,2,3,s,5
45,2766.795824735391,2084.4321836729964,0.0,corto plazo,1,3,3,1,n,2
67,1559.4039747956149,374.9044333875759,0.0,medio plazo,1,2,3,3,n,2
30,1319.3830799920386,100.0,397.4938544710057,corto plazo,1,2,1,2,n,2
60,2655.8335453698337,802.593847723412,0.0,medio plazo,3,2,3,3,n,3
56,896.569026204572,100.0,0.0,corto plazo,3,3,3,4,s,3
54,4872.753670463795,4160.859068278831,1333.148583143389,corto plazo,2,2,2,4,s,4
40,1707.1897537886057,1707.1897537886057,780.3949118491843,corto plazo,3,2,1,2,s,3
39,1817.4587826841685,1817.4587826841685,0.0,largo plazo,1,2,1,3,n,4
44,2588.803313936692,1302.6759096444916,0.0,largo plazo,3,2,3,2,s,4
54,2961.004597537749,1831.701052770348,411.8676692490222,medio plazo,2,2,2,2,n,3
31,2965.444269182823,2965.444269182823,0.0,largo plazo,3,1,2,2,n,4
69,2652.1727895397694,2652.1727895397694,907.4224305300232,largo plazo,3,1,2,1,n,2
43,2670.0919176883654,1430.737359775667,0.0,largo plazo,2,2,2,4,n,4
67,1205.3019506034998,124.34066653600304,1410.9733923083334,corto plazo,1,1,2,1,s,1
42,881.1519305437658,100.0,0.0,largo plazo,3,1,2,4,s,4
59,2563.8481086172783,1155.2467791673737,0.0,corto plazo,3,2,1,4,s,5
33,1339.332042945739,250.9668626278769,0.0,medio plazo,2,2,3,4,n,3
50,2937.0873318385507,2333.932614323364,622.8376542264805,largo plazo,1,2,1,4,n,3
63,1096.4853652369047,133.71959398962315,0.0,medio plazo,3,1,1,4,s,4
56,2796.249807339952,2241.047311195992,995.9823910524208,largo plazo,2,3,3,1,n,2
26,839.1999418809341,100.0,0.0,medio plazo,1,1,2,4,n,3
64,2620.606892050486,1929.8599255141887,0.0,medio plazo,2,2,1,3,n,3
44,1506.7198914605497,100.0,0.0,corto plazo,3,2,2,2,s,3
50,1646.5851813653044,597.8920845024031,0.0,corto plazo,2,1,3,3,s,3
28,2853.2290572968427,1545.8003427215867,0.0,largo plazo,2,1,3,4,n,3
65,1242.822348154728,100.0,0.0,corto plazo,2,1,1,4,s,3
59,2783.233720407406,2260.6868027524,1100.836344706554,largo plazo,2,1,2,4,n,3
63,1297.459945563229,522.6919975600385,0.0,largo plazo,1,1,2,2,s,3
30,2598.857174357058,210.4330411892497,411.8676692490222,largo plazo,2,3,3,4,s,4
64,1940.0317204055368,815.725485525722,0.0,largo plazo,3,2,3,4,s,4
66,2655.8335453698337,2655.8335453698337,0.0,corto plazo,1,3,3,1,s,2
42,2598.857174357058,1684.6416823113104,785.4745562297237,largo plazo,1,1,2,3,s,3
25,1044.557855966452,100.0,0.0,largo plazo,3,1,1,2,n,3
24,2515.590744567554,2515.590744567554,0.0,medio plazo,2,2,2,4,s,5
43,2166.564875560164,931.5488767199683,0.0,medio plazo,3,2,2,2,s,4
21,2994.120185516801,1582.356093397746,0.0,largo plazo,1,1,2,3,n,3
56,1319.3830799920386,108.19545509935664,1345.919553219759,corto plazo,3,3,3,1,n,1
39,1087.3958271237173,100.0,0.0,largo plazo,3,3,1,2,n,3
49,1552.5754029433397,363.1833716075089,0.0,medio plazo,3,2,3,1,s,3
36,1666.4105932054786,233.8639776704213,0.0,largo plazo,2,1,2,2,n,3
40,1311.1114614624455,279.2322518720787,0.0,largo plazo,1,1,3,3,n,2
28,2151.1912985599965,1040.840834699004,0.0,corto plazo,3,2,3,3,s,4
65,1651.1388175382772,615.8322900071055,756.5579820913114,medio plazo,3,2,2,4,s,4
30,1992.116874969153,129.69317718817433,0.0,largo plazo,1,1,1,1,s,3
56,1638.439883136943,590.5336830019501,0.0,medio plazo,2,3,1,2,s,4
22,1901.6582393054675,873.6852397523587,1336.1442505797725,medio plazo,2,1,3,4,n,2
43,2407.9717724480647,1555.056700371836,0.0,medio plazo,1,2,3,3,s,3
45,1395.9496096437888,100.0,0.0,largo plazo,2,3,2,4,n,3
43,809.7952842021882,155.7564304851154,0.0,corto plazo,2,2,1,1,s,3
38,2072.2504118537936,648.0536687804479,0.0,medio plazo,3,1,2,1,s,3
63,2118.5451563123424,278.0157867099035,856.1365479014114,corto plazo,1,1,2,1,n,1
54,2340.217312257976,116.11250913621188,762.6139656880396,corto plazo,1,2,1,1,s,2
40,1653.9878067884838,669.9950043308011,0.0,largo plazo,1,2,1,2,s,4
42,1063.4483857755288,100.0,0.0,largo plazo,1,2,2,1,s,2
48,4844.251229705032,3317.778828691751,0.0,medio plazo,3,3,1,2,n,4
53,2411.7246141358364,1538.573113776842,0.0,corto plazo,2,3,1,2,n,3
22,1946.276116050808,100.0,0.0,medio plazo,1,2,3,3,n,2
40,849.7436089203896,849.7436089203896,226.40736181650493,corto plazo,3,3,3,2,n,2
35,1899.9474350434352,1899.9474350434352,1274.1028357136822,corto plazo,1,3,3,4,n,2
27,2050.846687915904,2050.846687915904,1322.953670159811,corto plazo,3,1,3,2,n,2
36,2566.3514009650485,1541.9739226138593,0.0,largo plazo,2,3,2,2,s,5
40,1044.557855966452,100.0,0.0,corto plazo,3,2,1,4,n,3
38,2694.3373008305603,1775.0242645796714,0.0,largo plazo,1,3,3,3,n,3
22,2530.172180542162,2530.172180542162,0.0,corto plazo,1,3,1,3,s,5
24,971.0219550329416,100.0,0.0,corto plazo,3,1,3,4,s,3
44,2131.1583528924307,1009.4191511256564,0.0,largo plazo,2,3,2,3,n,4
67,2598.7498518036823,1738.650700309679,0.0,corto plazo,1,1,3,1,s,2
63,1940.0317204055368,1940.0317204055368,660.7206997471965,largo plazo,2,3,3,1,n,2
32,1153.340941162896,115.79079893092285,0.0,largo plazo,3,2,3,1,s,3
61,1322.6209523276016,182.80342049724004,1341.5500387610518,largo plazo,2,1,2,3,s,3
41,2888.757947423618,1427.1241784595395,0.0,largo plazo,2,1,3,1,s,3
68,2350.4633424102126,1685.7428558760423,0.0,corto plazo,2,1,1,4,n,3
40,1446.0904850668364,199.1057689223294,0.0,medio plazo,2,2,1,4,n,3
53,1543.132492118319,813.5471980048623,0.0,medio plazo,1,3,1,3,n,4
68,1511.632361122155,1511.632361122155,0.0,largo plazo,3,1,2,3,s,4
31,2101.0649366604016,967.01671194751,0.0,largo plazo,2,2,1,4,s,5
59,1377.8757770417874,1377.8757770417874,482.03103790652494,medio plazo,3,1,2,4,s,4
64,1188.38677918519,489.1186764750989,0.0,corto plazo,1,3,1,3,s,4
37,1374.0767214360171,100.0,475.03478738647135,largo plazo,1,3,3,3,n,2
62,1004.4077937061109,130.82853738390008,0.0,largo plazo,1,2,1,4,n,3
24,3230.219660564746,1664.4983431658677,1188.3761640982807,largo plazo,2,1,3,1,n,2
57,2999.9772267306407,1650.7391406782815,987.6551859179644,largo plazo,2,2,1,3,n,3
39,1415.4005063005463,474.15649133695945,0.0,medio plazo,1,3,3,1,n,2
59,1287.4782574214858,1287.4782574214858,682.5460777920438,largo plazo,2,3,3,3,s,3
40,1797.159161391744,1083.7868498533448,0.0,largo plazo,1,3,1,1,n,3
26,2233.524764584336,1274.047533936645,0.0,largo plazo,1,3,1,1,s,4
29,2805.1535199032623,2041.2747772695348,0.0,largo plazo,1,1,3,2,n,3
40,2969.026593635539,1874.8296140799453,0.0,largo plazo,2,3,3,3,s,4
61,4977.941077713349,4410.604898223534,420.03381106778056,largo plazo,3,3,1,2,s,5
42,1518.2612921977218,155.81747462956332,0.0,corto plazo,2,3,2,1,s,3
30,1356.6465264689928,100.0,436.7980826849041,corto plazo,1,3,1,3,s,3
59,1914.1026009839368,689.1188549419587,0.0,largo plazo,3,1,3,3,s,4
46,2566.9777590017197,134.96880070044972,0.0,medio plazo,1,3,3,2,n,2
48,5153.703743003271,3723.6881407772353,0.0,corto plazo,1,3,2,2,s,4
65,1495.173220546483,100.0,0.0,largo plazo,1,3,2,4,s,4
69,985.997958824741,985.997958824741,0.0,medio plazo,2,2,3,3,s,3
55,5430.054732241513,4385.4537692184485,0.0,medio plazo,3,2,1,4,n,4
57,901.4698115763211,100.0,0.0,largo plazo,3,2,2,3,s,4
25,2312.8727820048694,1765.29786625665,0.0,largo plazo,1,3,3,2,n,3
23,1979.164702545664,100.0,1016.9157463588292,medio plazo,3,1,1,3,s,3
45,1125.960992106989,100.0,0.0,corto plazo,3,2,3,1,s,2
40,1554.7748355389376,314.363041333736,0.0,largo plazo,3,3,1,4,n,5
49,2140.412645685583,1009.4081504750196,369.2232371429877,corto plazo,2,2,1,1,s,3
52,1316.0670059403624,266.009258521103,0.0,largo plazo,1,2,2,3,s,4
20,2944.815436662815,832.208088456759,0.0,corto plazo,1,2,3,1,n,1
59,1787.4783666286703,770.5402272202707,0.0,corto plazo,2,2,3,2,s,3
63,2331.410922492309,1128.096042566097,0.0,largo plazo,1,2,1,3,s,4
56,1924.265572422688,600.6980152707722,0.0,medio plazo,3,3,3,1,n,2
63,2944.815436662815,2944.815436662815,0.0,largo plazo,2,1,2,4,n,3
26,2546.771995246906,1601.624104455141,0.0,corto plazo,3,3,3,2,n,3
32,1244.0942259538836,1244.0942259538836,0.0,corto plazo,2,2,2,2,n,3
62,823.347071433854,100.0,291.13083179715073,corto plazo,1,1,2,2,n,1
42,847.3769010739443,847.3769010739443,0.0,medio plazo,1,3,1,3,s,5
29,7182.951605441066,6342.295878509418,0.0,medio plazo,2,3,1,1,n,3
34,2272.1963808302467,1042.2875754056215,0.0,corto plazo,1,3,1,4,n,4
18,5466.697125193836,4801.976638659666,0.0,corto plazo,1,2,3,2,n,2
44,1882.9836389821075,1882.9836389821075,0.0,corto plazo,2,3,1,4,s,5
35,1559.5945866431969,640.281550392308,0.0,medio plazo,3,1,1,4,n,4
66,1088.331912019342,100.0,0.0,largo plazo,3,1,2,3,n,3
30,1462.0179630925727,1462.0179630925727,540.6882602615592,largo plazo,2,1,1,4,s,5
52,1115.68977273093,1115.68977273093,1197.2032656002802,largo plazo,3,3,3,4,s,4
28,7790.277317964052,7126.74922309404,0.0,corto plazo,3,2,1,4,n,4
57,1196.3689352604829,348.4622350310367,0.0,medio plazo,2,3,1,2,s,4
